id,name_ko,bucket_id,bucket_ko,summary_ko,scene_ko,dialogue_1_ko,dialogue_2_ko,dialogue_3_ko,tags,tone,cash_delta,health_delta,mood_delta,fatigue_delta,image_needed
company_focus_03,판단 메모 작성,focus,집중 업무,선택지는 여러 개인데 결정 기준이 흐릿하다. 장단점과 되돌리기 어려운 조건을 나눠 적는다.,"출근 후 사무실 자리에서 판단 메모 작성 상황을 마주하고, 장단점과 되돌리기 어려운 조건을 나눠 적는다 장면.",집중해서 한 번에 흐름을 잡자. 선택지는 여러 개인데 결정 기준이 흐릿하다,판단 메모 작성 지금은 장단점과 되돌리기 어려운 조건을 나눠 적는다,결정이 감이 아니라 근거 위에 올라간다,"[""work"", ""focus"", ""deep_work""]",focused,0,"[-3, -1]","[-5, 1]","[14, 24]",False
company_focus_04,문제 분해,focus,집중 업무,한 덩어리로 보면 너무 큰 문제가 앞에 놓여 있다. 원인 후보와 확인 방법을 작은 조각으로 나눈다.,"출근 후 사무실 자리에서 문제 분해 상황을 마주하고, 원인 후보와 확인 방법을 작은 조각으로 나눈다 장면.",집중해서 한 번에 흐름을 잡자. 한 덩어리로 보면 너무 큰 문제가 앞에 놓여 있다,문제 분해 지금은 원인 후보와 확인 방법을 작은 조각으로 나눈다,막막함이 할 수 있는 실험들로 바뀐다,"[""work"", ""focus"", ""deep_work""]",focused,0,"[-3, -1]","[-5, 1]","[14, 24]",False
company_focus_05,방해 후 재집중,focus,집중 업무,중간중간 끊긴 탓에 어디까지 했는지 잊었다. 마지막 메모를 다시 읽고 이어갈 지점을 찾는다.,"출근 후 사무실 자리에서 방해 후 재집중 상황을 마주하고, 마지막 메모를 다시 읽고 이어갈 지점을 찾는다 장면.",집중해서 한 번에 흐름을 잡자. 중간중간 끊긴 탓에 어디까지 했는지 잊었다,방해 후 재집중 지금은 마지막 메모를 다시 읽고 이어갈 지점을 찾는다,흐름을 완전히 잃기 전에 다시 붙잡는다,"[""work"", ""focus"", ""deep_work""]",focused,0,"[-3, -1]","[-5, 1]","[14, 24]",False
company_focus_06,핵심 질문 찾기,focus,집중 업무,자료는 많은데 무엇을 답해야 하는지 애매하다. 결정에 필요한 질문 하나를 맨 위에 적는다.,"출근 후 사무실 자리에서 핵심 질문 찾기 상황을 마주하고, 결정에 필요한 질문 하나를 맨 위에 적는다 장면.",집중해서 한 번에 흐름을 잡자. 자료는 많은데 무엇을 답해야 하는지 애매하다,핵심 질문 찾기 지금은 결정에 필요한 질문 하나를 맨 위에 적는다,자료가 질문을 향해 정렬되기 시작한다,"[""work"", ""focus"", ""deep_work""]",focused,0,"[-3, -1]","[-5, 1]","[14, 24]",False
company_focus_07,실험 계획 세우기,focus,집중 업무,바로 결론을 내리기엔 확인할 것이 남아 있다. 작은 실험과 성공 기준을 먼저 정한다.,"출근 후 사무실 자리에서 실험 계획 세우기 상황을 마주하고, 작은 실험과 성공 기준을 먼저 정한다 장면.",집중해서 한 번에 흐름을 잡자. 바로 결론을 내리기엔 확인할 것이 남아 있다,실험 계획 세우기 지금은 작은 실험과 성공 기준을 먼저 정한다,틀려도 배울 수 있는 방식으로 일을 시작한다,"[""work"", ""focus"", ""deep_work""]",focused,0,"[-3, -1]","[-5, 1]","[14, 24]",False
company_focus_08,대안 비교,focus,집중 업무,"비슷해 보이는 선택지들이 각자 다른 비용을 가진다. 시간과 리스크, 효과를 같은 기준으로 비교한다.","출근 후 사무실 자리에서 대안 비교 상황을 마주하고, 시간과 리스크, 효과를 같은 기준으로 비교한다 장면.",집중해서 한 번에 흐름을 잡자. 비슷해 보이는 선택지들이 각자 다른 비용을 가진다,"대안 비교 지금은 시간과 리스크, 효과를 같은 기준으로 비교한다",가장 그럴듯한 선택지가 조금씩 드러난다,"[""work"", ""focus"", ""deep_work""]",focused,0,"[-3, -1]","[-5, 1]","[14, 24]",False
company_focus_09,최종 종합,focus,집중 업무,흩어진 메모와 결과를 하나로 묶어야 한다. 중복을 덜고 결론으로 이어지는 흐름을 만든다.,"출근 후 사무실 자리에서 최종 종합 상황을 마주하고, 중복을 덜고 결론으로 이어지는 흐름을 만든다 장면.",집중해서 한 번에 흐름을 잡자. 흩어진 메모와 결과를 하나로 묶어야 한다,최종 종합 지금은 중복을 덜고 결론으로 이어지는 흐름을 만든다,긴 작업이 읽을 수 있는 결과물로 접힌다,"[""work"", ""focus"", ""deep_work""]",focused,0,"[-3, -1]","[-5, 1]","[14, 24]",False
company_focus_10,집중 마무리,focus,집중 업무,오래 붙잡은 일이 끝날 듯 끝나지 않는다. 오늘 닫을 범위와 다음에 볼 범위를 나눈다.,"출근 후 사무실 자리에서 집중 마무리 상황을 마주하고, 오늘 닫을 범위와 다음에 볼 범위를 나눈다 장면.",집중해서 한 번에 흐름을 잡자. 오래 붙잡은 일이 끝날 듯 끝나지 않는다,집중 마무리 지금은 오늘 닫을 범위와 다음에 볼 범위를 나눈다,끝맺음을 정하자 집중의 출구가 보인다,"[""work"", ""focus"", ""deep_work""]",focused,0,"[-3, -1]","[-5, 1]","[14, 24]",False
company_low_intensity_01,차분한 백로그 정리,low_intensity,느슨한 근무일,오늘은 큰 불이 없어서 밀린 목록을 볼 수 있다. 오래된 항목을 닫고 아직 유효한 일만 남긴다.,"출근 후 사무실 자리에서 차분한 백로그 정리 상황을 마주하고, 오래된 항목을 닫고 아직 유효한 일만 남긴다 장면.","좋아, 오늘은 차분하게 가자. 오늘은 큰 불이 없어서 밀린 목록을 볼 수 있다",차분한 백로그 정리 지금은 오래된 항목을 닫고 아직 유효한 일만 남긴다,조용한 날의 장점을 제대로 쓴다,"[""work"", ""calm"", ""routine""]",calm,0,"[-2, 0]","[-1, 4]","[8, 16]",False
company_low_intensity_02,자료 아카이브,low_intensity,느슨한 근무일,끝난 프로젝트 자료가 여기저기 남아 있다. 나중에 찾을 기준으로 폴더와 이름을 맞춘다.,"출근 후 사무실 자리에서 자료 아카이브 상황을 마주하고, 나중에 찾을 기준으로 폴더와 이름을 맞춘다 장면.","좋아, 오늘은 차분하게 가자. 끝난 프로젝트 자료가 여기저기 남아 있다",자료 아카이브 지금은 나중에 찾을 기준으로 폴더와 이름을 맞춘다,마무리된 일이 제자리를 찾아간다,"[""work"", ""calm"", ""routine""]",calm,0,"[-2, 0]","[-1, 4]","[8, 16]",False
company_low_intensity_03,읽을거리 소화,low_intensity,느슨한 근무일,언젠가 읽어야지 했던 문서들이 쌓여 있다. 업무와 연결되는 부분만 골라 표시한다.,"출근 후 사무실 자리에서 읽을거리 소화 상황을 마주하고, 업무와 연결되는 부분만 골라 표시한다 장면.","좋아, 오늘은 차분하게 가자. 언젠가 읽어야지 했던 문서들이 쌓여 있다",읽을거리 소화 지금은 업무와 연결되는 부분만 골라 표시한다,읽기만 했는데도 다음 판단이 조금 선명해진다,"[""work"", ""calm"", ""routine""]",calm,0,"[-2, 0]","[-1, 4]","[8, 16]",False
company_low_intensity_04,작은 개선 처리,low_intensity,느슨한 근무일,큰 티는 안 나지만 불편했던 부분이 하나 있다. 반복되는 불편을 줄일 만큼만 손본다.,"출근 후 사무실 자리에서 작은 개선 처리 상황을 마주하고, 반복되는 불편을 줄일 만큼만 손본다 장면.","좋아, 오늘은 차분하게 가자. 큰 티는 안 나지만 불편했던 부분이 하나 있다",작은 개선 처리 지금은 반복되는 불편을 줄일 만큼만 손본다,오늘의 조용한 성과로 남겨둔다,"[""work"", ""calm"", ""routine""]",calm,0,"[-2, 0]","[-1, 4]","[8, 16]",False
company_low_intensity_05,템플릿 다듬기,low_intensity,느슨한 근무일,자주 쓰는 양식이 매번 조금씩 아쉽다. 필수 항목과 예시 문장을 보강한다.,"출근 후 사무실 자리에서 템플릿 다듬기 상황을 마주하고, 필수 항목과 예시 문장을 보강한다 장면.","좋아, 오늘은 차분하게 가자. 자주 쓰는 양식이 매번 조금씩 아쉽다",템플릿 다듬기 지금은 필수 항목과 예시 문장을 보강한다,다음 번 시작 시간이 짧아질 것 같다,"[""work"", ""calm"", ""routine""]",calm,0,"[-2, 0]","[-1, 4]","[8, 16]",False
company_low_intensity_06,다음 주 준비,low_intensity,느슨한 근무일,이번 주 일이 잠깐 잦아든 틈이 생겼다. 다음 주 마감과 필요한 자료를 미리 펼쳐본다.,"출근 후 사무실 자리에서 다음 주 준비 상황을 마주하고, 다음 주 마감과 필요한 자료를 미리 펼쳐본다 장면.","좋아, 오늘은 차분하게 가자. 이번 주 일이 잠깐 잦아든 틈이 생겼다",다음 주 준비 지금은 다음 주 마감과 필요한 자료를 미리 펼쳐본다,미래의 바쁨을 조금 앞당겨 덜어낸다,"[""work"", ""calm"", ""routine""]",calm,0,"[-2, 0]","[-1, 4]","[8, 16]",False
company_low_intensity_07,낮은 우선순위 요청,low_intensity,느슨한 근무일,급하지 않아서 밀린 요청이 조용히 남아 있다. 지금 처리해도 되는 만큼만 정리해 답한다.,"출근 후 사무실 자리에서 낮은 우선순위 요청 상황을 마주하고, 지금 처리해도 되는 만큼만 정리해 답한다 장면.","좋아, 오늘은 차분하게 가자. 급하지 않아서 밀린 요청이 조용히 남아 있다",낮은 우선순위 요청 지금은 지금 처리해도 되는 만큼만 정리해 답한다,작은 빚 하나가 목록에서 사라진다,"[""work"", ""calm"", ""routine""]",calm,0,"[-2, 0]","[-1, 4]","[8, 16]",False
company_low_intensity_08,루틴 보고 업데이트,low_intensity,느슨한 근무일,크게 변한 건 없지만 정기 보고는 필요하다. 변동 없음과 주의할 점을 짧게 기록한다.,"출근 후 사무실 자리에서 루틴 보고 업데이트 상황을 마주하고, 변동 없음과 주의할 점을 짧게 기록한다 장면.","좋아, 오늘은 차분하게 가자. 크게 변한 건 없지만 정기 보고는 필요하다",루틴 보고 업데이트 지금은 변동 없음과 주의할 점을 짧게 기록한다,평온한 상태도 기록해두면 기준이 된다,"[""work"", ""calm"", ""routine""]",calm,0,"[-2, 0]","[-1, 4]","[8, 16]",False
company_low_intensity_09,캘린더 숨통 만들기,low_intensity,느슨한 근무일,다음 며칠 일정이 조금 답답해 보인다. 옮길 수 있는 일과 꼭 지킬 일을 나눈다.,"출근 후 사무실 자리에서 캘린더 숨통 만들기 상황을 마주하고, 옮길 수 있는 일과 꼭 지킬 일을 나눈다 장면.","좋아, 오늘은 차분하게 가자. 다음 며칠 일정이 조금 답답해 보인다",캘린더 숨통 만들기 지금은 옮길 수 있는 일과 꼭 지킬 일을 나눈다,한두 칸의 여유가 생기자 마음도 느슨해진다,"[""work"", ""calm"", ""routine""]",calm,0,"[-2, 0]","[-1, 4]","[8, 16]",False
company_low_intensity_10,가벼운 인수인계,low_intensity,느슨한 근무일,작은 업무라도 이어받을 사람이 알아야 한다. 현재 상태와 참고 링크를 짧게 남긴다.,"출근 후 사무실 자리에서 가벼운 인수인계 상황을 마주하고, 현재 상태와 참고 링크를 짧게 남긴다 장면.","좋아, 오늘은 차분하게 가자. 작은 업무라도 이어받을 사람이 알아야 한다",가벼운 인수인계 지금은 현재 상태와 참고 링크를 짧게 남긴다,대단한 일은 아니어도 끊기지 않게 넘긴다,"[""work"", ""calm"", ""routine""]",calm,0,"[-2, 0]","[-1, 4]","[8, 16]",False
company_high_intensity_01,마감 직전 압축,high_intensity,바쁜 근무일,마감 시간이 가까워지며 남은 일이 한꺼번에 보인다. 완성에 꼭 필요한 것과 포기할 것을 빠르게 나눈다.,"출근 후 사무실 자리에서 마감 직전 압축 상황을 마주하고, 완성에 꼭 필요한 것과 포기할 것을 빠르게 나눈다 장면.",급해 보여도 순서부터 잡아야 해. 마감 시간이 가까워지며 남은 일이 한꺼번에 보인다,마감 직전 압축 지금은 완성에 꼭 필요한 것과 포기할 것을 빠르게 나눈다,완벽함 대신 제출 가능한 선을 잡는다,"[""work"", ""fatigue"", ""high_intensity""]",tense,0,"[-5, -2]","[-9, -3]","[18, 28]",False
company_high_intensity_02,긴급 이슈 대응,high_intensity,바쁜 근무일,예상 못 한 문제가 오전 업무를 밀어낸다. 영향 범위와 임시 조치를 먼저 확인한다.,"출근 후 사무실 자리에서 긴급 이슈 대응 상황을 마주하고, 영향 범위와 임시 조치를 먼저 확인한다 장면.",급해 보여도 순서부터 잡아야 해. 예상 못 한 문제가 오전 업무를 밀어낸다,긴급 이슈 대응 지금은 영향 범위와 임시 조치를 먼저 확인한다,불을 끄는 동안에도 기록을 남긴다,"[""work"", ""fatigue"", ""high_intensity""]",tense,0,"[-5, -2]","[-9, -3]","[18, 28]",False
company_high_intensity_03,회의 연속 버티기,high_intensity,바쁜 근무일,회의가 끝나자마자 다음 회의 알림이 뜬다. 각 회의에서 가져갈 결정 사항만 빠르게 추린다.,"출근 후 사무실 자리에서 회의 연속 버티기 상황을 마주하고, 각 회의에서 가져갈 결정 사항만 빠르게 추린다 장면.",급해 보여도 순서부터 잡아야 해. 회의가 끝나자마자 다음 회의 알림이 뜬다,회의 연속 버티기 지금은 각 회의에서 가져갈 결정 사항만 빠르게 추린다,말보다 듣는 에너지를 조절하며 버틴다,"[""work"", ""fatigue"", ""high_intensity""]",tense,0,"[-5, -2]","[-9, -3]","[18, 28]",False
company_high_intensity_04,마지막 변경 반영,high_intensity,바쁜 근무일,거의 끝난 작업에 마지막 변경 요청이 들어왔다. 변경의 영향과 위험을 확인하고 반영 범위를 정한다.,"출근 후 사무실 자리에서 마지막 변경 반영 상황을 마주하고, 변경의 영향과 위험을 확인하고 반영 범위를 정한다 장면.",급해 보여도 순서부터 잡아야 해. 거의 끝난 작업에 마지막 변경 요청이 들어왔다,마지막 변경 반영 지금은 변경의 영향과 위험을 확인하고 반영 범위를 정한다,다시 흔들린 결과물을 간신히 붙잡는다,"[""work"", ""fatigue"", ""high_intensity""]",tense,0,"[-5, -2]","[-9, -3]","[18, 28]",False
company_high_intensity_05,상사 긴급 요청,high_intensity,바쁜 근무일,상사가 오늘 안에 볼 자료를 갑자기 요청한다. 기존 업무 중 무엇을 미뤄야 하는지 먼저 판단한다.,"출근 후 사무실 자리에서 상사 긴급 요청 상황을 마주하고, 기존 업무 중 무엇을 미뤄야 하는지 먼저 판단한다 장면.",급해 보여도 순서부터 잡아야 해. 상사가 오늘 안에 볼 자료를 갑자기 요청한다,상사 긴급 요청 지금은 기존 업무 중 무엇을 미뤄야 하는지 먼저 판단한다,급한 자료라도 근거 없는 말은 빼고 보낸다,"[""work"", ""fatigue"", ""high_intensity""]",tense,0,"[-5, -2]","[-9, -3]","[18, 28]",False
company_high_intensity_06,다중 알림 처리,high_intensity,바쁜 근무일,"메일과 메신저, 전화가 동시에 업무를 잡아당긴다. 응답 순서를 정하고 하나씩 닫아간다.","출근 후 사무실 자리에서 다중 알림 처리 상황을 마주하고, 응답 순서를 정하고 하나씩 닫아간다 장면.","급해 보여도 순서부터 잡아야 해. 메일과 메신저, 전화가 동시에 업무를 잡아당긴다",다중 알림 처리 지금은 응답 순서를 정하고 하나씩 닫아간다,모든 걸 동시에 하지 않기로 마음먹는다,"[""work"", ""fatigue"", ""high_intensity""]",tense,0,"[-5, -2]","[-9, -3]","[18, 28]",False
company_high_intensity_07,불확실한 결정,high_intensity,바쁜 근무일,정보가 부족한데도 지금 결정해야 하는 순간이 왔다. 알고 있는 사실과 가정을 나눠 메모한다.,"출근 후 사무실 자리에서 불확실한 결정 상황을 마주하고, 알고 있는 사실과 가정을 나눠 메모한다 장면.",급해 보여도 순서부터 잡아야 해. 정보가 부족한데도 지금 결정해야 하는 순간이 왔다,불확실한 결정 지금은 알고 있는 사실과 가정을 나눠 메모한다,틀릴 가능성까지 포함해 결정을 공유한다,"[""work"", ""fatigue"", ""high_intensity""]",tense,0,"[-5, -2]","[-9, -3]","[18, 28]",False
company_high_intensity_08,초과근무 위험,high_intensity,바쁜 근무일,이 속도라면 오늘 일이 퇴근 시간을 넘어갈 것 같다. 오늘 끝낼 일과 내일 넘길 일을 냉정하게 나눈다.,"출근 후 사무실 자리에서 초과근무 위험 상황을 마주하고, 오늘 끝낼 일과 내일 넘길 일을 냉정하게 나눈다 장면.",급해 보여도 순서부터 잡아야 해. 이 속도라면 오늘 일이 퇴근 시간을 넘어갈 것 같다,초과근무 위험 지금은 오늘 끝낼 일과 내일 넘길 일을 냉정하게 나눈다,무리한 약속을 줄여 피로를 덜어낸다,"[""work"", ""fatigue"", ""high_intensity""]",tense,0,"[-5, -2]","[-9, -3]","[18, 28]",False
company_high_intensity_09,압박 속 품질 유지,high_intensity,바쁜 근무일,빨리 끝내야 하지만 실수하면 더 오래 걸린다. 가장 위험한 부분만이라도 체크리스트로 확인한다.,"출근 후 사무실 자리에서 압박 속 품질 유지 상황을 마주하고, 가장 위험한 부분만이라도 체크리스트로 확인한다 장면.",급해 보여도 순서부터 잡아야 해. 빨리 끝내야 하지만 실수하면 더 오래 걸린다,압박 속 품질 유지 지금은 가장 위험한 부분만이라도 체크리스트로 확인한다,속도와 품질 사이에서 간신히 균형을 잡는다,"[""work"", ""fatigue"", ""high_intensity""]",tense,0,"[-5, -2]","[-9, -3]","[18, 28]",False
company_high_intensity_10,바쁜 하루 수습,high_intensity,바쁜 근무일,몰아친 하루가 끝나가지만 기록이 남지 않았다. 처리한 일과 남은 위험을 짧게 정리한다.,"출근 후 사무실 자리에서 바쁜 하루 수습 상황을 마주하고, 처리한 일과 남은 위험을 짧게 정리한다 장면.",급해 보여도 순서부터 잡아야 해. 몰아친 하루가 끝나가지만 기록이 남지 않았다,바쁜 하루 수습 지금은 처리한 일과 남은 위험을 짧게 정리한다,흩어진 하루를 내일 이어갈 수 있게 접어둔다,"[""work"", ""fatigue"", ""high_intensity""]",tense,0,"[-5, -2]","[-9, -3]","[18, 28]",False
